"source","file","name_ncsa","name_rfars","label","Definition","Additional Information","value","value_label","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","7","7:00am-7:59am","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","8","8:00am-8:59am","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","9","9:00am-9:59am","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","10","10:00am-10:59am","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","11","11:00am-11:59am","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","12","12:00pm-12:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","13","1:00pm-1:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","14","2:00pm-2:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","15","3:00pm-3:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","16","4:00pm-4:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","17","5:00pm-5:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","18","6:00pm-6:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","19","7:00pm-7:59pm","1","1","1","1","1","1","1","1","1","1"
"FARS","accident","HOUR","hour","Crash Time (Hour)","This data element records the hour at which the crash occurred.","All time is 24-hour military time. The time of the crash/arrival of the emergency medical service can occur in a different day than the arrival of emergency medical service at the crash scene/hospital. If you need to separate day and night, see the data element LGT_COND under the heading Light Condition. This data element also appears in the Vehicle and Person data files and in the Parkwork data file as PHOUR.","20","8:00pm-8:59pm","1","1","1","1","1","1","1","1","1","1"
